nome completo,matrícula,data de entrada,salário
Garrett Casey MD,99373159260,05/05/03,5304.74
Scott Page,328206682433,06/10/95,7326.18
Jorge Smith,667316842732,30/06/74,3128.44
Mr. Michael Nguyen,818318288083,04/07/95,6172.32
Hannah Brown,247999284780,20/02/98,8775.95
Joseph Gates,547855214991,27/05/67,8424.96
Jose Kim,270869217669,02/06/60,9455.97
Karen Gonzalez,206507293279,11/02/81,9783.93
Cynthia Green,392545385277,15/10/01,3174.67
Tiffany Mcmahon,247066854618,18/03/04,5369.25
Crystal Ward,469974317292,26/01/66,8465.64
Connie Smith,857286946632,16/10/74,6637.28
Kristin Daniel,152471788077,29/11/66,6446.13
Jaime Thomas,431935761313,10/04/86,5305.68
William Perry,148275465371,10/06/68,5888.42
Eric Davis,44009640983,12/12/93,6446.61
Brandon Moore,158024557577,24/06/68,7574.27
April Ramirez,898976402006,03/10/72,3558.11
Charles Hawkins,353626396582,28/04/78,3214.85
Richard Miles,29968528590,25/10/76,3086.6
Mrs. Monique Gutierrez,945288335155,24/08/84,7611.3
Adam Wood,135057999120,11/06/87,5838.52
Jennifer Mcguire,191417213581,28/10/87,8265.28
Erin Phelps,941551594822,17/08/68,7259.12
Stacey Jenkins,732281632648,25/08/74,5861.17
Dr. Wayne Saunders,145537802357,01/05/71,4944.75
James Clark,849182355594,17/11/76,4593.56
Leslie Olson,477608066479,26/05/74,7041.2
Robin Malone,986599717584,14/03/81,4737.96
Melissa Maldonado,464788410924,19/02/82,9608.3
Monica Fry,965763116725,08/11/91,7799.43
Adam Robbins,298050411256,10/05/61,4614.48
Darrell Warner,532110127817,13/09/76,7437.46
Andre Fritz,484204903850,27/12/90,6058.15
Alexander White,3673914644,24/10/99,4330.18
Kristin Jacobson,440509217490,26/10/66,8887.2
Alexis Kim,184820537476,31/12/92,8986.7
Sarah Mayer,136709399260,14/12/00,5706.81
Jamie Arnold,716986024783,19/02/76,7708.74
Steven Gomez,719000449179,09/08/99,5745.48
Jesse Hodge,601111911639,20/10/94,6062.77
Tamara Reeves,240880100426,09/06/77,9512.58
Melissa Ramirez,151303012332,24/07/79,7029.96
Charles Young,659958779203,13/04/94,9092.75
Cassandra Holt,211263086511,07/07/89,9043.8
Shannon Meyer,493302040356,15/09/72,7117.78
Jacob Wilson,929807039621,08/09/85,9791.67
Megan Sims,588248394345,26/03/96,8463.93
Steve Montgomery,925796381261,04/04/62,8136.55
David Garcia,116533434917,03/11/95,4661.72
Julie Mcdonald,813577069031,16/03/60,4137.0
Jessica Arnold,841925214060,10/06/91,9344.42
Holly Winters,350938144265,08/08/98,7596.25
Dylan Davis,19436297864,26/04/02,6728.95
Jason Jennings DDS,481809757687,01/09/68,8214.35
Matthew Curry,602493627592,19/08/95,5098.09
Dominique Banks,637709421469,09/07/65,7992.37
Stephanie Edwards,47546502743,02/09/63,3906.0
Paul Watson,687576863773,19/01/64,9492.5
Brenda Taylor,943662556718,17/02/69,9505.06
Dr. William Lopez,482908521457,02/12/78,4794.99
Donna Zimmerman,683048638190,11/05/67,8247.92
Lisa Hurst,504636865412,08/11/82,9443.83
Ms. Amy Vaughan,887932815110,07/10/62,6443.7
Blake Davis,592063919011,17/04/61,5009.05
Terry Moore,689042593097,14/05/86,7520.05
Jennifer Lozano,384408659091,23/03/75,6030.78
Lisa Wolf,573604099164,01/12/01,3453.62
Erica Perez,581948763072,23/03/85,7171.31
Karl Patrick DDS,908241637430,09/12/60,7250.51
Derrick Cook,938174637092,12/07/85,7003.79
David Gillespie,952944097474,15/04/80,4456.72
Jennifer Lawrence,679041597675,10/12/02,7043.09
Jared Roberts,722040104061,29/06/05,3980.9
Kim Hanson,199317180134,01/07/73,4942.6
Sean Robinson,930659670454,28/04/59,6357.2
Nancy Moore,908018498906,13/05/04,4657.26
Wendy Collins,338693485628,04/02/01,9351.14
Joseph Vasquez,554502054388,06/06/58,9262.26
Joseph Evans,426933654588,01/12/63,7504.16
Daniel Tucker,736910602794,04/05/86,3704.14
Jared Nelson,728052346540,20/01/72,4911.05
William Gross,789986813751,17/06/87,8732.22
Karen Johnson,374087266777,28/12/66,7983.18
Daniel Murphy,684170967360,25/02/82,3888.99
Jason Watson,478567559998,04/12/87,5407.02
Casey White,904752934016,02/03/00,6817.73
Monica Munoz,621349238457,28/04/59,8715.01
Jason Foster,205964582623,07/03/05,5391.79
Dennis Owens,988800750951,16/09/05,6030.23
Taylor Martin,766171548876,24/04/75,4566.12
Christopher Vazquez,472271924895,11/01/80,6197.56
Mrs. Nichole Sanchez DDS,908486581873,09/02/02,4499.52
Jeffery Mclaughlin,670318657995,29/10/67,7097.29
Maria Gamble,643696087626,30/05/86,9042.56
Elizabeth Mayer,741363297239,05/02/78,6931.68
Derrick Sims,353503015115,03/06/78,5520.61
Amber Trujillo,621346652496,09/07/72,8529.51
Joshua Singh,572316412052,03/12/72,6877.82
Paul Rodriguez,209640753813,18/05/69,3184.24
Anthony Ray,166178348643,17/02/88,8857.25
Mitchell Blankenship,673921769995,05/05/04,4608.17
Keith Jones,543794336835,05/04/78,5627.59
Elizabeth Wilson,699252888090,19/11/04,3187.29
Ruben Taylor,376978372165,03/08/88,9722.41
Matthew Dickson,786949382063,02/10/83,3902.47
Christopher Smith,183654486475,03/01/59,3172.16
Logan Guerrero,264220711271,04/08/89,8867.06
Wendy Harris,44223476338,25/07/65,9392.98
Gerald Short,418989751129,27/04/91,7775.44
Alexis Arnold,466270717271,10/08/67,7643.88
Olivia Hill,91054576048,01/11/79,6216.93
Amber Ramsey,674600936006,21/10/74,6165.28
Larry Hall,647478726904,24/02/88,7830.71
Judy Smith,834570847006,22/04/83,7272.15
Katelyn Sims,383630801198,01/07/82,8735.25
Daniel Koch,865373089481,07/06/69,3569.05
Emily Warner,278745731940,25/12/70,4414.02
Adam Frazier,305437863605,01/04/02,7967.81
Cody Carter,827476886586,11/03/98,6672.72
Richard Brady,392831381209,12/03/89,3151.13
Nancy Koch,157799841267,29/12/00,4562.15
Jessica Vazquez,514815410009,26/01/03,6173.54
David Reed,335302163199,07/10/04,9394.72
Cynthia Roberts,114655136562,08/01/97,7341.19
Michael Davis,296999007048,16/04/71,9464.15
Jennifer Knight,846700664666,12/07/60,3140.81
Jeffrey Ortiz,397663148821,05/12/83,8572.39
Amber Sullivan,913336779778,13/12/04,4285.63
Ms. Christine Watkins,262234998117,13/12/69,4708.31
Barry Edwards,158953003435,14/03/71,7103.95
Sally Perry,331073939971,11/03/60,7984.81
Christopher Owen,115616767675,14/01/85,8702.08
Patricia Oliver,12386458156,14/09/70,6881.47
Melissa Olson,550718970980,06/11/90,7519.4
Michael Allen,259445328588,20/08/67,3611.52
Lisa Romero,908371425044,12/03/81,9630.99
Kayla Gonzalez,918615486349,23/12/65,5456.47
Robert Butler,598891567767,24/04/76,8467.02
Mark Johnson,133401620184,27/12/01,4090.01
Terri Moore,939620184622,10/03/81,6114.33
Jasmin Davis,920190643282,26/02/60,7152.47
Angela Roberts,115983875165,14/03/66,8831.06
Sara Gray,396239152951,24/08/03,4593.46
Randall Gregory,353602888591,05/07/59,6291.7
Paul Bush,640475616242,10/11/72,8909.51
Ashley Curtis,351000028426,28/11/81,4422.51
Nicole Romero,210192757001,04/01/03,9077.88
Mary Evans,412842496525,11/02/83,8746.71
Jason Stark,154254928964,08/12/02,4272.74
Brian Knight,290390604786,15/02/68,4421.97
Travis Thompson,286726677780,16/06/00,7187.62
Nicole Thomas,506741923022,05/02/84,9776.53
Robert Young,188506049128,13/03/68,5788.86
Calvin Barnett,382357580687,14/03/05,9576.15
Mary Pacheco,236381894521,24/08/81,6972.14
John Smith,158692432900,09/07/76,4329.25
Cassandra Kerr,802077334297,22/06/91,3706.62
Jonathan Mack,715705663269,22/04/62,7163.97
Teresa Evans,888141033861,03/12/01,4102.61
Dr. Melanie Perez,29515754328,15/12/90,4967.72
Spencer Bradford,773716072435,17/06/70,4821.64
Sharon Padilla,388344671967,31/12/74,9772.78
John Arnold,873370405185,11/06/78,5640.17
Erin Khan,716576684361,17/07/89,3468.47
Rhonda White,742517100922,23/02/05,4861.4
Jonathan Franco,679897886481,08/08/90,3053.87
Kathy Clarke,605178239635,16/06/87,5202.58
Erica Marshall,87899961081,27/09/79,5019.2
Anthony Hernandez,642896160975,18/08/76,3736.54
Angela Stephens,184477796971,08/06/86,3110.43
Patrick Boyd,488972843560,08/02/98,8005.13
Lisa Clark,81156306598,23/02/58,9961.99
Mrs. April Mcgee,630005266594,28/02/66,6575.41
Jared Jones,510208209325,04/02/04,9256.55
Ernest Harris,745928751083,02/10/63,4842.97
Benjamin Craig,685269908445,19/06/76,3436.84
Allison Hernandez,525036239319,22/12/87,5896.37
Michael Taylor,251127221418,01/01/71,9947.7
Michelle Cooper,940624492728,11/02/72,8167.96
Madison Snyder,176361195719,16/09/59,7770.47
Mark Richards,446154941291,29/09/78,4710.07
William Peterson,993496267793,22/04/62,4720.8
Christina Nolan,710093693010,04/09/04,5340.23
Rachel Daniels,912900595217,11/08/71,6152.22
Sharon Peters,682966287497,07/10/58,7680.06
Courtney Weeks,307438368424,09/11/82,4104.85
Andrea Mcdaniel,901314590196,10/10/71,6566.56
Dawn Nelson,327712890372,19/11/99,8169.33
Laura Kelly,119674717293,28/08/89,9838.84
Jordan Terrell,459208006172,14/08/65,8477.24
Raymond Mitchell,915695184278,01/04/60,6618.23
Max Garner,565402950041,08/02/98,9672.91
Barry Richard,936071714260,20/08/00,3184.0
Gregory Wu,259076345887,01/10/89,5604.71
Alexandra Rhodes,215145310269,30/06/72,8317.14
Jennifer Warren,853199692181,03/11/82,5650.48
Christopher Sandoval,153718739772,10/06/96,7495.85
Jeanette Larsen,149788282079,13/10/66,4635.44
Adam Kim,210396524442,28/09/58,8828.63
Zoe Gaines,618229408602,26/10/01,6191.88
Erin King,246582828181,05/08/89,4419.57
Christopher Williams,350268351901,10/02/80,5010.16
Preston Morrison,692612093712,31/10/99,3125.03
Michelle Carson,610420670036,01/11/00,6159.54
Kevin Baker,966662961302,30/03/92,4710.06
Nancy Miller,546365890700,06/09/58,8747.53
Gregory Lopez,418123913802,06/09/76,6284.22
Rebecca Lucas,343057591974,20/09/68,3274.5
Brian Fernandez,798236916284,09/10/68,6817.38
Ebony Neal,623134323435,24/11/67,8625.15
Eric Day,868388829965,08/03/67,9836.54
Thomas Wilkins,878730829937,25/09/67,3352.44
Joy Turner,759273204742,23/06/99,4357.23
Marc Mason,739799845842,31/05/75,9590.56
Justin Bennett,371285351843,07/01/70,7160.79
Anthony Morgan,562905226388,17/03/99,5835.27
Mary Garcia,929467025026,13/10/96,5230.39
Christopher Hayes,110671015125,04/04/78,6281.51
Alexander Robertson,877116610221,09/05/04,5806.7
Mr. Calvin Hall Jr.,294336944140,09/04/96,9766.83
Jesse Torres,804395923339,16/01/59,8879.98
Mr. Jeffrey Lindsey,258901497312,04/03/92,7690.69
Robert Martinez,179059055275,22/11/57,3862.75
Dawn Ritter,623460584234,06/03/82,9182.83
Jill Quinn,482146139138,30/04/63,7578.83
Karen Gallegos,319870902841,22/06/75,4501.8
Katrina Jackson,653367947373,23/11/84,4854.68
Edgar Dunn,270387565583,05/10/85,4733.21
Misty Potts,876621534166,24/08/67,8001.16
Gregory Ortiz,987470515107,13/05/81,8795.54
Christopher Davis,864505725952,11/01/84,8382.5
Keith Harrison,121682475305,02/07/72,4520.85
Sandra Lam,885063912210,07/09/71,6501.56
Nicholas Mccormick,1658056155,29/09/71,5212.05
Bradley Andrews,747519076636,12/11/93,8951.13
Andrew Allen,758053405941,27/05/95,7218.59
Eric Guerrero,159746454920,22/08/80,9398.86
Timothy Franklin,488726080404,03/05/05,6911.76
Joshua Kaiser MD,257001089572,18/08/78,8911.68
Steven Jackson,656340187320,10/10/80,5480.46
Brooke Oliver,29474533447,06/01/58,3043.08
Andrew Clark,155535843723,16/06/70,3044.9
Andrew Calderon,359256810544,22/03/87,8145.34
Donald Robinson,475610513592,10/12/91,6950.44
Adrian Cruz,463224781172,15/10/82,6919.74
Kayla Barrett,887040571975,06/06/65,4419.61
Amy Weaver,633312957514,04/09/85,3494.59
Kelsey Mcguire,307822802784,27/12/84,3764.65
Kathleen Allen,475016126026,06/11/86,5936.65
Jose Hall,743525266957,29/04/77,8100.06
Gregory Vargas,849769577604,25/07/85,5485.54
Tyler Sanders,642018266263,21/12/03,3169.74
Heather Pugh,896996471566,15/08/00,8862.42
Christopher Thomas,860477355676,02/05/59,7234.42
Andrew Santos,707980739794,09/10/71,3445.39
Andrea Bonilla,317913023974,16/11/61,5597.84
Christopher Murillo,293725103579,10/11/88,3414.79
Christine Knox,881207717594,19/02/81,8008.25
Jessica Green,691181324852,06/05/93,6690.18
Nathan Hoffman,436922500566,23/11/99,6520.97
Rebecca Sanchez,516791219318,05/07/90,4500.99
Michael Vincent,911106492154,07/01/97,8200.65
Paul Powers,637137848145,22/01/84,8863.12
Shane Clayton,22221653973,11/04/96,9627.5
Rebecca Christian,601757452458,16/04/97,6847.33
Kathy Scott,435457400064,17/05/75,7937.56
Erin Freeman,467206142290,30/06/90,5853.7
Matthew Keller,310436346420,18/06/96,3278.36
Roy Hines,865905506835,19/03/75,7103.51
Maria Scott,3384929847,16/10/95,8598.45
Jonathan Ward,762845866849,27/02/76,9251.45
Andrew Owens,86553613550,05/10/01,7064.58
Lauren Bradley,749092053423,10/06/73,8105.41
Andrew Allen,944874183309,07/01/01,9381.99
Kaitlyn Boone,51710005431,31/10/79,3019.22
Megan Kidd,173013029456,07/10/91,7994.15
Karina Miller,772656479450,19/01/59,8484.9
Alison Kennedy,286883652676,22/10/97,5642.39
Laura Morris,735752995024,23/01/60,8617.99
Gabriela Sanford,341630743952,16/02/59,9868.47
Susan Davis,418911800897,29/05/71,7735.27
Ashlee Hickman,687975232191,23/06/92,5789.15
Tracy Gonzales,341278791889,10/11/02,4607.98
Eugene Hall,48027252019,21/06/82,5774.73
Molly Huang,734197407279,21/02/05,8212.56
Morgan Wyatt,483741595153,17/11/00,6497.24
Katrina Haynes,259974787468,16/03/89,8010.69
Michael Garcia,68961315534,24/10/80,4781.02
Patrick Williams,417421069512,25/07/95,9515.0
Albert Olson,785913032561,23/09/97,8913.58
Timothy Martin,266038737272,05/11/75,5904.31
Edward Wallace,740721141517,18/09/05,8860.13
Daniel Rush,16417688084,29/03/94,9873.15
Courtney Houston,100907631871,24/03/65,4588.2
Michelle Dawson,712024125527,16/01/98,9712.94
Lisa Smith,59960809068,17/03/76,5564.93
Dylan Bautista,757192523801,03/05/01,5361.19
Brian Whitaker DVM,27650966590,20/03/75,4149.08
Timothy Walker,470534336210,20/09/70,4170.78
Sharon Fitzgerald,639275404730,14/05/90,8927.98
Robert Guerrero,879082504180,06/03/63,7304.93
Andrea Harper,483348033756,14/03/73,6459.41
Antonio Roberts,544462164925,01/05/71,3027.04
Travis Alvarado,518799564795,04/09/62,9872.34
Jordan Meyer,800942572663,12/12/74,6178.22
Sierra Barry,695100696523,30/03/00,9295.61
Jeffrey Waller,148479576099,10/10/71,8150.48
Neil Brennan,335562915450,20/11/95,3050.83
Stanley Chapman,644457480964,14/04/78,4935.62
Tracey Moore,439980988619,13/01/69,6178.76
Jeffrey Garcia,896311573925,03/07/92,5137.47
Richard Smith,818023873919,10/08/83,8797.47
Elizabeth Massey,198208131118,15/07/69,6814.25
Alan Decker,360676264440,27/03/05,6586.87
Tammy Ryan,802503730808,03/02/87,5901.25
Kimberly Clark,523198777840,17/03/76,6375.96
Marc Parker,892603877012,29/05/71,9476.14
Margaret Riley,88670531220,26/09/85,6742.02
Shannon Ramirez,288169362761,03/12/86,5166.79
Timothy Martin,84395189586,17/03/76,9009.58
Angelica Webb,864502595939,02/07/72,5093.19
Bruce Taylor,625529229522,23/10/60,3304.75
Sarah Gregory,845585605290,23/08/01,9075.38
Anthony Mercado,123571973415,01/10/65,8846.56
Erika Horton,739223067052,26/10/67,5400.25
Deborah Hawkins,83101763623,15/11/90,4416.17
Brian Miles,311433054039,12/07/84,4421.32
Jessica Ball,66370327744,05/09/86,8599.33
Tyler Meza DVM,930476892608,23/03/62,7982.72
Kelly Green,500703707803,15/07/63,8590.91
Jeremy Little,849559825817,08/07/64,3727.24
Cynthia Lloyd,290194529220,09/09/88,4619.72
Mrs. Lisa Vaughn,353444579989,31/12/82,5758.53
Matthew Fletcher,778382086183,25/09/64,3224.99
Dawn Adams,316253622784,13/05/76,7509.92
Beverly Ray,259085999979,11/06/79,4741.09
Cynthia Stevenson,95952392188,05/08/62,5015.12
Brian Larson,353736879593,21/05/89,4436.37
Ronald Glenn,934189549484,20/10/98,5670.59
Mark Hughes,59773478998,16/08/85,9537.14
John Lewis Jr.,985298480328,02/05/00,8804.38
Matthew Daniel,963408552156,10/08/80,9153.7
John Wilson,115421641723,19/05/83,5966.88
Jessica Nichols,275515864912,28/04/94,4141.55
James Ruiz,841072213773,31/03/01,5691.32
Matthew Jimenez,453671483396,17/03/63,3953.04
Amanda Lee,897588568498,12/01/77,8727.52
David Jensen,751938072288,31/03/71,6459.49
Abigail Humphrey,130989640763,02/05/01,6546.57
Tiffany Edwards,280771234589,15/12/89,7270.0
Marc Burke,779254550110,16/07/91,4046.69
Beth Smith,593810130504,07/11/63,4203.06
Alexis Peters,177350827969,02/04/70,9732.74
David Sanders,778604575634,23/12/65,5352.57
Eric Simpson,833533576775,01/01/59,7253.51
Rebecca Parker,167612582287,27/04/99,9293.93
Scott Romero,385497572833,08/04/02,9679.26
Elizabeth Martinez,744295634537,30/12/69,8717.17
John Garcia,819446488088,06/04/71,9917.55
Cassandra Salazar,103813990464,03/01/68,6867.98
Brandon Collier,474746180624,22/11/99,4217.66
Karen Estrada,120061200303,01/09/92,5377.53
Michael Rodriguez,994743218900,07/03/85,6269.52
Alejandro Sweeney,912926785553,10/02/95,8382.04
Emily Mays,792924329909,27/04/02,8295.15
Robin Mcintosh,530789160344,08/07/02,5317.84
Jacqueline Wood,354494312460,21/04/86,9952.19
Edward Scott,419413535827,02/06/70,4556.63
David Sharp,661502249462,12/02/98,3401.05
Gregory Scott,718812351767,10/05/70,7762.0
Christopher Thomas,126042732770,22/03/75,4548.45
Jason Martinez,516023511574,16/08/75,4924.73
James Sanchez,39751659766,14/12/95,8228.06
Jessica Rocha,819053156284,12/01/58,8162.45
Jason Rios,900283935120,08/08/62,6383.29
Rebecca Lewis,324896966398,08/02/87,7558.98
Michael Mercado,897095807579,04/02/74,5613.05
Zachary Martinez,102838629717,23/10/63,4969.26
Mrs. Caitlyn Francis,434621343450,23/01/83,3713.74
Lisa Ramirez,438861885616,06/04/89,4822.55
Mary Brown,869758803178,17/08/05,3222.48
Megan Rojas,526248849137,03/09/01,9458.17
Carla Romero,138992934106,04/02/76,8376.53
Nicole Smith,157877416612,31/03/67,5577.1
Jennifer Harris,637186567828,09/12/77,8308.12
Dean Miller,914284322900,27/11/67,7069.24
Don Ward,482301580833,10/04/65,6083.68
Jodi Davis,994280695792,25/03/60,3819.06
Ernest Walker,569641572705,29/11/65,4529.7
Melissa Davis,858344529222,16/03/71,8434.68
Kimberly Shah,937575218664,23/06/03,4601.35
Katherine Simmons,446170061252,13/06/66,5985.3
Scott Luna,731146017422,28/06/66,3958.21
Olivia Wallace,494085330549,26/09/94,7612.09
Robert Jennings,927849326645,21/05/97,3401.26
Ashley Holder,597578717215,23/01/79,6027.87
Shaun Hanson,191753746380,28/08/72,9658.9
Angela Medina,777956692698,11/07/74,6531.4
Michael Larsen,163561153310,07/10/66,7472.08
Bryan Harrison,128152583077,20/01/70,8220.07
Stuart Simpson,406181331395,15/10/58,8516.47
Stephen Chang,565187516535,15/10/83,8249.81
Gabriel Dean,990421849354,25/06/76,5251.94
Michael Cannon,902079622007,20/02/00,7370.3
Linda Johnson,531335411860,10/03/99,3506.8
Paul Orr,281523713449,03/08/58,6753.74
Daisy Bishop,577115335348,20/02/75,9269.49
Amy Schneider,267814060516,20/09/97,8831.77
Justin Jones,869372674266,19/12/91,7857.32
Dr. Donald Perez Jr.,307907639794,15/01/82,3454.08
Stephen Howe,813793368939,11/03/62,6528.05
Jennifer Ramirez,98697836368,27/02/90,8587.68
Ashley Miller,39294017980,10/11/81,9260.09
Lisa Anderson,628078692202,27/03/80,8409.46
Nicole Price,375271368940,23/06/66,6133.73
Jonathan Warner,524053868150,02/08/04,7361.11
Catherine Acosta,899327909489,12/04/69,7807.56
Joshua Mack,814763277462,14/12/00,8431.16
Jamie Davis,63213071867,12/09/71,4534.57
Amy White,143815301787,04/07/79,4372.16
Jennifer Smith,198382635397,10/11/76,5193.48
Lindsay Nelson,845961772613,25/04/64,8197.31
Wendy Rios,824698724553,06/12/64,7451.54
Stephen Thomas,941744174705,23/03/87,7649.16
Guy Matthews,636069905006,07/10/79,6524.87
Michael Maxwell,485114859057,30/10/69,9459.79
Katherine Coleman,828555679203,20/01/73,6292.86
Sean Stewart,856878367274,27/08/98,4979.26
Linda Madden,987782647186,09/08/04,7040.29
Christina Morris MD,992154997028,15/04/72,8761.63
Rebecca White,163597842017,22/06/73,6020.58
Anthony Collins,383723454457,28/08/77,7976.38
Melanie Brown PhD,386062463126,21/07/79,3042.72
Darlene Mendoza,610407284764,25/01/91,5326.16
Jessica Murray,211251556213,02/11/74,3807.4
Kyle Hughes,676948540113,18/08/04,4977.71
Lisa Moore,444224186288,28/08/66,3027.16
Jeffrey Nelson,310323788710,12/12/79,3198.22
Martin Ochoa,359626539083,04/06/59,3053.17
Jamie Hood,82677982848,30/01/03,8896.99
Russell Peterson,182814541221,06/08/03,7569.61
Rachel Weiss,850375295101,03/12/75,4589.97
Gregory Richardson,553187510356,22/08/73,4189.43
Richard Davis,45006030477,24/07/88,3094.09
Michelle Rios,118040603581,11/04/83,6725.93
Heather Jones,852551311308,01/08/90,9779.22
Tony Wilson,531822542370,07/08/84,4115.13
Melvin Rodriguez,304072694917,04/03/83,4746.27
Jennifer Collins,410497600403,19/02/58,6988.95
Keith Giles,579828636918,18/02/86,6781.34
Wendy Mills,322379176923,01/05/58,6666.35
Catherine Brock,61707888991,27/04/93,7847.55
Lori Chapman,731446807542,06/04/98,5976.35
Christine Burgess,103713311558,02/03/67,5501.63
Joseph Grant,644752150921,29/07/05,8266.85
Joy Mckay,220033538099,21/01/63,9976.41
Barbara Aguilar,177581553314,03/09/01,4887.33
Billy Velazquez,445861853737,03/12/01,8396.84
Anthony Johnson,805543485675,12/02/70,3771.21
Tonya Burnett,400120650087,06/11/96,4548.06
Lisa Williams,481959246071,03/07/92,4350.41
Tracy Burton,803770643175,06/07/03,4191.91
Alicia Oneill,427232951857,11/03/98,6600.16
Andrea Riggs,881332041584,20/04/00,4014.34
Dr. Neil Peck IV,990129851587,03/09/03,9621.07
Adam Barber,72709512573,13/12/65,4271.9
Anna Taylor DDS,954052315402,26/12/73,5884.49
Katherine Bryan,92256640389,10/07/59,8217.88
William Miller,221031398526,27/12/84,9762.15
Christopher Sellers,926104255241,29/10/80,3213.76
Sara Moore,35198155890,26/11/90,8708.09
Jessica Cooper,282825037171,23/07/81,6618.26
Mary Black,219393751564,05/06/80,7506.64
Jason Gonzales,878270134876,02/11/60,4328.7
Caleb Robertson,313019515782,04/07/59,5070.86
Nicole Haynes,695668175796,10/12/04,8032.97
Joseph Brown,223823775583,19/12/80,7765.06
Joshua Banks,400412819855,22/09/70,3610.16
Erik Crosby,641285340635,23/10/95,9696.61
Kim Nelson,481811977917,01/09/92,7827.39
Laura Gilbert,176852001761,28/08/88,8611.88
Sara Bell,124031831542,05/02/74,6811.76
Carrie Singleton,730224212529,31/03/64,5565.2
Jennifer Hall,511227918750,14/08/94,6847.79
Mackenzie Medina,910992624978,08/12/76,4441.76
Alexander Simmons,768235995279,24/10/94,8454.35
Alexa Simmons,405755060474,24/04/62,8145.26
James Brown,242430751467,15/10/03,9913.93
Joshua Tucker,753516696969,29/06/64,7097.76
Joshua Romero,8927544026,30/11/70,7379.45
Tanya Gonzalez,860361702080,21/04/58,4445.55
Nicole Smith,734048313645,01/11/82,9498.88
Michael Rogers,751513354379,20/01/04,7086.96
Stephen Wilson,271417504148,15/10/88,6937.0
Kimberly Paul,43603139275,17/04/79,5323.59
Steven Rios,747539209513,27/03/91,8072.05
Nancy Gordon,220032039615,14/07/64,7214.28
Ashley Eaton,749441576460,16/11/86,3799.2
Alyssa Peterson,726597445932,30/12/72,9121.38
Deborah Sandoval,463219446879,08/03/63,7462.76
Diane Robertson,179693448336,11/03/78,6521.47
Krystal Valencia,622862350464,26/02/91,9381.91
Taylor Smith,114750685178,22/04/60,4033.69
Kelly Brennan,620864501876,25/04/97,4206.57
Michael Powell,639357320068,06/05/90,5885.71
Colleen Morgan,277177491956,04/11/89,4794.15
Joshua Jackson,340458720963,20/09/77,8662.29
Maria Hancock,761636988910,30/01/84,6576.06
Elizabeth Woods,348849895637,08/08/84,7571.97
James Blankenship MD,239595113305,24/01/77,7606.6
Edward Vance,90816420344,19/12/94,3852.63
Joseph Robinson,735705438827,27/10/70,9793.42
Sean Owens,841476888698,21/08/96,5579.68
Manuel Adams MD,544586381265,26/09/79,7954.89
Sandra Miller,129197927597,08/09/83,4506.96
Stephanie Carpenter,965561278316,28/11/91,6379.0
Denise Carr,115687559949,14/06/65,3312.62
Michael Goodman,705597972936,14/11/79,8650.93
Devin Smith,393312218261,09/06/90,9288.57
Dustin Malone,741254984484,16/12/90,6708.23
Karla Ryan,33528392575,26/01/96,6978.97
Richard Murray,498695094883,11/06/86,9473.92
Renee Reed,904017103659,21/10/67,6376.89
Amy Contreras,233397348929,11/10/92,3365.77
Kerry Hunter,644095747373,15/01/00,3565.34
Heather Williams,560920683277,27/08/66,8354.8
Victoria Mcintyre,375777594667,04/09/90,6893.05
Cameron James,728253530130,29/08/64,8338.86
Michael Wright,986372605404,25/06/61,9836.67
James Brown DDS,730321593664,18/07/63,5352.6
Karen Lowery,671182325012,19/08/62,4777.05
Jose Mcneil,555970966591,22/01/87,8167.35
Allison Blake,501745757460,06/08/01,7026.99
Lauren Henson,201698343746,28/03/71,9675.81
Caitlin Dunlap,702521084949,15/03/90,4009.07
Amanda Bridges,81884857704,06/06/66,9475.28
Melissa Garner,822874127233,04/11/96,9313.09
Samantha Pierce,475090683107,23/09/69,5939.45
Stacy Moreno,540796531260,07/07/04,3160.27
Mary Robinson,198778913075,27/12/63,3812.51
Jonathan Barrett,32931106933,13/02/91,3341.78
Sandra Johnson,461944057533,15/04/60,3823.09
Adrienne Harrison,364475339230,30/01/86,4896.94
Austin Ortiz,770739160672,07/09/67,3000.53
Charles Young,960672695141,04/07/82,9215.13
Nicole Owens,218751673957,23/09/85,6886.51
Colleen Summers,944820522457,01/08/69,6450.28
Tiffany Miller,65917333651,09/05/96,5659.57
Deborah Lambert,25955943410,07/02/83,7013.3
Jeremy Dean,935460769045,26/09/98,8501.64
Donald Murray,324004135429,05/05/81,5898.55
George Walsh,515327620055,18/08/80,7371.19
Kyle Martinez,824252240294,22/11/60,8638.73
Juan Brown,918306380020,26/10/85,9517.89
Joshua Davis,572037625956,29/08/83,3562.74
Beth Oliver,127132836752,23/06/58,9432.4
John Warren,991914114395,17/05/88,5389.65
Roberto Munoz,215235560214,16/08/68,9052.74
Nicholas Lopez,706734270698,03/01/98,9166.16
Alan Rice,741665246630,19/02/65,3377.32
Darius Hall,319564333598,17/07/98,3503.11
Brandon Silva,29093686340,16/10/91,5032.62
David Burns,480101209075,10/08/85,3608.52
Veronica Duke,473324029664,19/03/03,8659.52
Nancy Jones,264568097379,22/09/84,8178.88
Robert Brown,740704624883,17/05/94,6400.45
Mallory Wright,791255859908,12/05/02,7755.9
Brianna Alexander,200216461837,15/05/78,4005.95
Thomas Huang,457803320162,04/04/91,3431.9
